"PVWatts Hourly PV Performance Data"
"Requested Location","3 Dean street millis ma"
"Location","Lat, Lng: 42.13, -71.34"
"Latitude (DD)","42.13"
"Longitude (DD)","-71.34"
"Elevation (m)","52.200000762939"
"DC System Size (kW)","21.360"
"Module Type","Premium"
"Array Type","2-Axis Tracking"
"Array Tilt (deg)","0"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.068"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","Yes (0.7)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"2","27","13","957","87","-6","1.6","0.12","1112.639","22.652","20648.535","19821.75"
"2","27","14","915","77","-6","1.6","0.12","1060.887","21.45","19917.206","19116.335"
"2","27","15","827","64","-6","1.5","0.12","967.052","19.81","18401.769","17654.596"
"2","27","16","632","44","-7","1.4","0.12","746.858","13.266","14306.765","13704.694"
"2","27","17","0","0","-7","1.3","0.12","0","0","0","0"
"2","27","18","0","0","-8","1.3","0.12","0","-8","0","0"
"2","27","19","0","0","-8","1.2","0.12","0","-8","0","0"
"2","27","20","0","0","-9","1.1","0.12","0","-9","0","0"
"2","27","21","0","0","-9","1","0.12","0","-9","0","0"
"2","27","22","0","0","-10","0.9","0.12","0","-10","0","0"
"2","27","23","0","0","-11","0.8","0.12","0","-11","0","0"
"2","28","0","0","0","-11","0.8","0.12","0","-11","0","0"
"2","28","1","0","0","-11","0.8","0.12","0","-11","0","0"
"2","28","2","0","0","-11","0.8","0.12","0","-11","0","0"
"2","28","3","0","0","-10","0.8","0.12","0","-10","0","0"
"2","28","4","0","0","-10","0.7","0.12","0","-10","0","0"
"2","28","5","0","0","-11","0.7","0.12","0","-11","0","0"
"2","28","6","0","0","-10","0.7","0.12","0","0","0","0"
"2","28","7","600","51","-7","0.8","0.12","735.643","16.161","13995.592","13404.547"
"2","28","8","810","70","-5","1","0.12","957.448","23.765","17959.522","17228.019"
"2","28","9","909","80","-4","1.1","0.12","1070.582","27.126","19681.27","18888.759"
"2","28","10","957","86","-4","1.2","0.12","1110.78","27.357","20264.786","19451.599"
"2","28","11","979","89","-3","1.3","0.12","1134.092","28.202","20554.755","19731.293"
"2","28","12","979","88","-3","1.4","0.12","1132.675","27.455","20586.226","19761.649"
"2","28","13","955","85","-3","1.5","0.12","1107.697","26.164","20300.911","19486.443"
"2","28","14","891","82","-3","1.4","0.12","1054.994","25.559","19511.463","18724.969"
"2","28","15","785","71","-3","1.2","0.12","933.799","23.684","17524.701","16808.606"
"2","28","16","584","49","-4","1.1","0.12","717.074","16.887","13567.534","12991.657"
"2","28","17","0","0","-5","1.1","0.12","0","0","0","0"
"2","28","18","0","0","-5","1.1","0.12","0","-5","0","0"
"2","28","19","0","0","0","0.9","0.87","0","0","0","0"
"2","28","20","0","0","-1","0.8","0.87","0","-1","0","0"
"2","28","21","0","0","-1","0.8","0.87","0","-1","0","0"
"2","28","22","0","0","-2","0.8","0.87","0","-2","0","0"
"2","28","23","0","0","-2","0.8","0.87","0","-2","0","0"
"3","1","0","0","0","-3","0.8","0.87","0","-3","0","0"
"3","1","1","0","0","-3","0.8","0.87","0","-3","0","0"
"3","1","2","0","0","-3","0.8","0.87","0","-3","0","0"
"3","1","3","0","0","-4","0.8","0.87","0","-4","0","0"
"3","1","4","0","0","-4","0.7","0.87","0","-4","0","0"
"3","1","5","0","0","-5","0.7","0.87","0","-5","0","0"
"3","1","6","0","0","-4","0.6","0.87","0","0","0","0"
"3","1","7","638","53","-1","0.5","0.87","837.218","27.48","15321.234","14683.216"
"3","1","8","815","79","0","0.5","0.87","1073.717","36.537","19135.247","18362.083"
"3","1","9","892","99","1","0.5","0.87","1248.979","41.183","21643.864","20000"
"3","1","10","918","118","2","0.4","0.87","1311.984","44.715","22244.333","20000"
"3","1","11","900","142","3","0.3","0.87","1323.965","46.942","22161.914","20000"
"3","1","12","875","152","4","0.2","0.87","1317","49.163","21854.416","20000"
"3","1","13","844","146","4","0.2","0.87","1274.132","48.082","21325.59","20000"
"3","1","14","723","153","3","0.2","0.87","1139.675","42.904","19617.06","18826.824"
"3","1","15","251","139","2","0.3","0.87","532.547","20.152","9952.909","9505.112"
"3","1","16","0","58","0","0.6","0.87","81.011","1.984","1497.513","1349.325"
"3","1","17","0","0","0","0.7","0.87","0","0","0","0"
"3","1","18","0","0","0","0.7","0.87","0","0","0","0"
"3","1","19","0","0","0","0.6","0.87","0","0","0","0"
"3","1","20","0","0","0","0.5","0.87","0","0","0","0"
"3","1","21","0","0","-1","0.5","0.87","0","-1","0","0"
"3","1","22","0","0","0","0.6","0.87","0","0","0","0"
"3","1","23","0","0","0","0.7","0.87","0","0","0","0"
"3","2","0","0","0","0","0.8","0.87","0","0","0","0"
"3","2","1","0","0","0","0.8","0.87","0","0","0","0"
"3","2","2","0","0","0","1","0.87","0","0","0","0"
"3","2","3","0","0","0","1.1","0.87","0","0","0","0"
"3","2","4","0","0","0","1.1","0.87","0","0","0","0"
"3","2","5","0","0","0","1.2","0.87","0","0","0","0"
"3","2","6","0","1","0","1.2","0.87","0.93","0.012","0","0"
"3","2","7","0","10","1","1.1","0.87","12.451","1.253","215.735","112.965"
"3","2","8","0","33","1","1","0.87","41.103","1.878","749.338","627.661"
"3","2","9","0","40","2","1","0.87","49.749","3.081","900.622","773.584"
"3","2","10","0","51","3","1.2","0.87","63.359","4.328","1143.093","1007.464"
"3","2","11","0","107","3","1.4","0.87","133.934","5.703","2459.615","2277.336"
"3","2","12","0","25","3","1.5","0.87","31.016","3.61","543.982","429.581"
"3","2","13","4","182","4","1.4","0.87","240.866","8.965","4473.32","4219.687"
"3","2","14","0","72","4","0.9","0.87","89.711","6.001","1642.557","1489.229"
"3","2","15","0","87","4","0.7","0.87","111.924","6.637","2079.54","1910.728"
"3","2","16","347","84","4","1","0.87","579.966","20.744","10762.005","10285.539"
"3","2","17","0","0","3","1.3","0.87","0","0","0","0"
"3","2","18","0","0","1","1.3","0.87","0","1","0","0"
"3","2","19","0","0","0","1.2","0.12","0","0","0","0"
"3","2","20","0","0","0","0.9","0.12","0","0","0","0"
"3","2","21","0","0","-1","0.7","0.12","0","-1","0","0"
"3","2","22","0","0","-2","0.7","0.12","0","-2","0","0"
"3","2","23","0","0","-2","0.7","0.12","0","-2","0","0"
"3","3","0","0","0","-2","0.7","0.12","0","-2","0","0"
"3","3","1","0","0","-1","0.8","0.12","0","-1","0","0"
"3","3","2","0","0","0","0.8","0.12","0","0","0","0"
"3","3","3","0","0","0","0.8","0.12","0","0","0","0"
"3","3","4","0","0","0","0.7","0.12","0","0","0","0"
"3","3","5","0","0","-1","0.7","0.12","0","-1","0","0"
"3","3","6","114","11","0","0.6","0.12","122.742","3.396","1483.752","1336.052"
"3","3","7","580","54","1","0.4","0.12","718.555","26.349","13243.811","12679.405"
"3","3","8","764","75","4","0.4","0.12","916.355","36.438","16401.968","15725.655"
"3","3","9","849","89","6","0.5","0.12","1020.458","40.764","17818.625","17092.114"
"3","3","10","882","100","8","0.6","0.12","1062.778","43.042","18269.894","17527.394"
"3","3","11","890","109","9","0.6","0.12","1078.043","44.486","18365.852","17619.951"
"3","3","12","879","112","9","0.6","0.12","1070.702","44.238","18259.543","17517.409"
"3","3","13","480","218","9","0.5","0.12","791.872","35.481","13932.349","13343.545"
"3","3","14","330","213","8","0.5","0.12","620.503","28.542","11228.803","10735.796"
"3","3","15","0","71","5","0.4","0.12","58.887","6.645","1072.709","939.573"
"3","3","16","0","9","3","0.4","0.12","7.06","3.179","118.534","19.208"
"3","3","17","0","0","2","0.6","0.12","0","0","0","0"
"3","3","18","0","0","1","0.7","0.12","0","1","0","0"
"3","3","19","0","0","0","0.7","0.12","0","0","0","0"
"3","3","20","0","0","-1","0.7","0.12","0","-1","0","0"
"3","3","21","0","0","-1","0.7","0.12","0","-1","0","0"
"3","3","22","0","0","0","0.7","0.12","0","0","0","0"
"3","3","23","0","0","0","0.8","0.12","0","0","0","0"
"3","4","0","0","0","0","0.8","0.12","0","0","0","0"
"3","4","1","0","0","0","0.9","0.12","0","0","0","0"
"3","4","2","0","0","0","0.9","0.12","0","0","0","0"
"3","4","3","0","0","0","1","0.12","0","0","0","0"
"3","4","4","0","0","0","1","0.12","0","0","0","0"
"3","4","5","0","0","-1","1","0.12","0","-1","0","0"
"3","4","6","104","13","0","1","0.12","114.34","2.823","1381.067","1237.005"
"3","4","7","549","61","0","1.1","0.12","696.415","20.269","13116.778","12556.873"
"3","4","8","735","85","1","1.2","0.12","907.846","26.912","16807.073","16116.406"
"3","4","9","823","101","2","1.2","0.12","1009.297","30.519","18288.034","17544.891"
"3","4","10","875","108","2","1.2","0.12","1064.894","32.016","19059.225","18288.755"
"3","4","11","870","123","3","1.2","0.12","1074.531","33.204","19079.647","18308.453"
"3","4","12","4","190","2","1.2","0.12","183.612","6.704","3410.232","3194.269"
"3","4","13","9","200","2","1.2","0.12","199.409","7.074","3724.369","3497.275"
"3","4","14","108","224","1","1.1","0.12","360.336","10.763","6836.548","6499.176"
"3","4","15","666","96","0","1.1","0.12","853.825","24.895","15918.1","15258.933"
"3","4","16","274","67","0","1.1","0.12","422.413","12.11","8064.988","7684.088"
"3","4","17","0","0","0","1.1","0.12","0","0","0","0"
"3","4","18","0","0","0","1.2","0.12","0","0","0","0"
"3","4","19","0","0","0","1.3","0.12","0","0","0","0"
"3","4","20","0","0","-1","1.4","0.12","0","-1","0","0"
"3","4","21","0","0","-2","1.4","0.12","0","-2","0","0"
"3","4","22","0","0","-2","1.4","0.12","0","-2","0","0"
"3","4","23","0","0","-3","1.3","0.12","0","-3","0","0"
"3","5","0","0","0","-3","1.3","0.12","0","-3","0","0"
"3","5","1","0","0","-3","1.2","0.12","0","-3","0","0"
"3","5","2","0","0","-3","1.1","0.12","0","-3","0","0"
"3","5","3","0","0","-3","1","0.12","0","-3","0","0"
"3","5","4","0","0","-3","0.9","0.12","0","-3","0","0"
"3","5","5","0","0","-2","0.9","0.12","0","-2","0","0"
"3","5","6","0","12","-1","0.9","0.12","9.187","-0.847","99.895","1.23"
"3","5","7","305","73","-1","1.1","0.12","459.711","12.208","8828.105","8420.165"
"3","5","8","419","130","0","1.3","0.12","636.427","17.457","12104.355","11580.324"
"3","5","9","208","232","0","1.3","0.12","493.883","13.054","9370.609","8943.445"
"3","5","10","91","295","0","1.4","0.12","416.896","10.581","7862.492","7488.767"
"3","5","11","158","318","0","1.4","0.12","529.083","13.662","9900.611","9454.667"
"3","5","12","381","280","0","1.4","0.12","734.075","19.308","13594.664","13017.825"
"3","5","13","416","241","1","1.5","0.12","752.109","20.414","13939.61","13350.549"
"3","5","14","39","206","1","1.4","0.12","264.446","7.532","5016.055","4743.191"
"3","5","15","0","67","0","1.4","0.12","55.689","1.2","1033.556","901.808"
"3","5","16","284","68","0","1.7","0.12","433.489","10.828","8326.257","7936.099"
"3","5","17","0","0","-2","1.9","0.12","0","0","0","0"
"3","5","18","0","0","-3","1.9","0.12","0","-3","0","0"
"3","5","19","0","0","-4","1.8","0.12","0","-4","0","0"
"3","5","20","0","0","-4","1.8","0.12","0","-4","0","0"
"3","5","21","0","0","-4","1.9","0.12","0","-4","0","0"
"3","5","22","0","0","-5","1.9","0.12","0","-5","0","0"
"3","5","23","0","0","-6","1.9","0.12","0","-6","0","0"
"3","6","0","0","0","-7","1.9","0.12","0","-7","0","0"
"3","6","1","0","0","-8","1.9","0.12","0","-8","0","0"
"3","6","2","0","0","-9","1.9","0.12","0","-9","0","0"
"3","6","3","0","0","-10","1.9","0.12","0","-10","0","0"
"3","6","4","0","0","-11","1.9","0.12","0","-11","0","0"
"3","6","5","0","0","-13","2","0.12","0","-13","0","0"
"3","6","6","239","17","-14","2","0.12","305.624","-7.877","3936.684","3702.066"
"3","6","7","682","55","-15","2","0.12","811.223","4.381","16182","15513.482"
"3","6","8","849","75","-15","2","0.12","1001.697","9.004","19715.522","18921.797"
"3","6","9","930","87","-14","2.1","0.12","1099.715","11.583","21256.917","20000"
"3","6","10","963","98","-14","2.1","0.12","1129.703","12.15","21646.415","20000"
"3","6","11","993","96","-13","2.1","0.12","1153.779","13.685","21921.993","20000"
"3","6","12","1006","91","-12","2.1","0.12","1161.036","14.865","21978.438","20000"
"3","6","13","959","100","-12","2.1","0.12","1128.677","14.131","21496.018","20000"
"3","6","14","931","85","-12","2.1","0.12","1099.029","13.577","21124.037","20000"
"3","6","15","862","68","-12","2","0.12","1006.184","12.138","19620.381","18830.028"
"3","6","16","698","48","-13","1.9","0.12","819.099","6.987","16156.691","15489.069"
"3","6","17","193","11","-14","1.8","0.12","201.732","-9.788","2600.239","2412.976"
"3","6","18","0","0","-14","1.7","0.12","0","-14","0","0"
"3","6","19","0","0","-14","1.5","0.12","0","-14","0","0"
"3","6","20","0","0","-14","1.3","0.12","0","-14","0","0"
"3","6","21","0","0","-14","1.2","0.12","0","-14","0","0"
"3","6","22","0","0","-15","1.1","0.12","0","-15","0","0"
"3","6","23","0","0","-15","1.1","0.12","0","-15","0","0"
"3","7","0","0","0","-15","1","0.12","0","-15","0","0"
"3","7","1","0","0","-15","0.9","0.12","0","-15","0","0"
"3","7","2","0","0","-15","0.9","0.12","0","-15","0","0"
"3","7","3","0","0","-14","0.9","0.12","0","-14","0","0"
"3","7","4","0","0","-14","0.8","0.12","0","-14","0","0"
"3","7","5","0","0","-14","0.8","0.12","0","-14","0","0"
"3","7","6","0","12","-13","0.7","0.12","9.183","-12.837","105.259","6.404"
"3","7","7","202","85","-12","0.7","0.12","348.231","-1.08","6952.333","6610.858"
"3","7","8","291","154","-11","0.7","0.12","512.848","5.141","10114.518","9660.995"
"3","7","9","388","206","-9","0.7","0.12","666.029","11.926","12773.912","12226.156"
"3","7","10","376","259","-8","0.7","0.12","708.547","14.204","13386.209","12816.757"
"3","7","11","885","132","-6","0.8","0.12","1098.818","28.174","19841.477","19043.289"
"3","7","12","881","133","-6","0.8","0.12","1096.184","28.09","19803.389","19006.55"
"3","7","13","894","112","-6","0.9","0.12","1088.921","27.076","19823.717","19026.158"
"3","7","14","848","101","-6","0.9","0.12","1034.832","25.53","19083.189","18311.87"
"3","7","15","756","85","-6","0.9","0.12","929.266","22.603","17469.666","16755.521"
"3","7","16","573","59","-7","0.8","0.12","718.262","15.597","13745.57","13163.384"
"3","7","17","104","12","-8","0.8","0.12","113.534","-5.041","1411.79","1266.639"
"3","7","18","0","0","-9","0.8","0.12","0","-9","0","0"
"3","7","19","0","0","-10","0.7","0.12","0","-10","0","0"
"3","7","20","0","0","-10","0.7","0.12","0","-10","0","0"
"3","7","21","0","0","-11","0.7","0.12","0","-11","0","0"
"3","7","22","0","0","-11","0.7","0.12","0","-11","0","0"
"3","7","23","0","0","-12","0.8","0.12","0","-12","0","0"
"3","8","0","0","0","-12","0.8","0.12","0","-12","0","0"
"3","8","1","0","0","-12","0.8","0.12","0","-12","0","0"
"3","8","2","0","0","-12","0.8","0.12","0","-12","0","0"
"3","8","3","0","0","-12","0.9","0.12","0","-12","0","0"
"3","8","4","0","0","-12","0.9","0.12","0","-12","0","0"
"3","8","5","0","0","-12","0.9","0.12","0","-12","0","0"
"3","8","6","205","20","-11","0.9","0.12","282.393","-3.753","3573.07","3351.337"
"3","8","7","607","63","-8","0.9","0.12","757.011","15.233","14565.575","13954.334"
"3","8","8","775","86","-6","1.1","0.12","948.491","21.742","17863.4","17135.304"
"3","8","9","611","145","-5","1.2","0.12","853.662","18.962","16049.731","15385.9"
"3","8","10","326","275","-4","1.4","0.12","676.208","13.723","12772.383","12224.681"
"3","8","11","68","306","-4","1.5","0.12","398.277","5.894","7583.575","7219.733"
"3","8","12","221","320","-4","1.6","0.12","594.286","10.755","11259.898","10765.789"
"3","8","13","6","196","-5","1.7","0.12","191.969","-0.638","3673.933","3448.625"
"3","8","14","461","184","-6","1.8","0.12","739.147","11.97","14208.486","13609.898"
"3","8","15","784","85","-8","1.7","0.12","957.318","16.397","18382.541","17636.049"
"3","8","16","653","54","-9","1.6","0.12","791.965","11.591","15392.997","14752.436"
"3","8","17","196","13","-10","1.5","0.12","206.329","-5.412","2621.024","2433.025"
"3","8","18","0","0","-11","1.3","0.12","0","-11","0","0"
"3","8","19","0","0","-12","1.2","0.12","0","-12","0","0"
"3","8","20","0","0","-13","1.1","0.12","0","-13","0","0"
"3","8","21","0","0","-13","1","0.12","0","-13","0","0"
"3","8","22","0","0","-14","1","0.12","0","-14","0","0"
"3","8","23","0","0","-14","0.9","0.12","0","-14","0","0"
"3","9","0","0","0","-15","0.8","0.12","0","-15","0","0"
"3","9","1","0","0","-15","0.8","0.12","0","-15","0","0"
"3","9","2","0","0","-15","0.8","0.12","0","-15","0","0"
"3","9","3","0","0","-15","0.7","0.12","0","-15","0","0"
"3","9","4","0","0","-16","0.7","0.12","0","-16","0","0"
"3","9","5","0","0","-15","0.7","0.12","0","-15","0","0"
"3","9","6","277","21","-14","0.6","0.12","359.843","-3.946","4592.789","4334.923"
"3","9","7","679","56","-11","0.5","0.12","809.727","16.796","15526.182","14880.902"
"3","9","8","834","74","-8","0.3","0.12","984.976","27.953","18155.603","17417.152"
"3","9","9","907","86","-5","0.1","0.12","1062.318","35.874","18852.947","18089.787"
"3","9","10","944","93","-3","0.2","0.12","1102.223","37.947","19278.473","18500.235"
"3","9","11","954","97","-1","0.4","0.12","1114.138","37.833","19431.201","18647.551"
"3","9","12","944","98","0","0.5","0.12","1105.487","37.409","19315.107","18535.57"
"3","9","13","919","94","0","0.6","0.12","1079.12","35.546","19056.163","18285.802"
"3","9","14","865","88","0","0.7","0.12","1034.422","33.297","18547.49","17795.154"
"3","9","15","769","77","0","0.7","0.12","923.422","29.992","16911.952","16217.569"
"3","9","16","590","55","-2","0.7","0.12","729.559","21.631","13696.068","13115.636"
"3","9","17","134","14","-4","0.8","0.12","145.147","-0.206","1788.43","1629.934"
"3","9","18","0","0","-5","0.9","0.12","0","-5","0","0"
"3","9","19","0","0","-5","0.8","0.12","0","-5","0","0"
"3","9","20","0","0","-6","0.8","0.12","0","-6","0","0"
"3","9","21","0","0","-6","0.8","0.12","0","-6","0","0"
"3","9","22","0","0","-6","0.8","0.12","0","-6","0","0"
"3","9","23","0","0","-6","0.8","0.12","0","-6","0","0"
"3","10","0","0","0","-7","0.8","0.12","0","-7","0","0"
"3","10","1","0","0","-7","0.8","0.12","0","-7","0","0"
"3","10","2","0","0","-6","0.7","0.12","0","-6","0","0"
"3","10","3","0","0","-6","0.7","0.12","0","-6","0","0"
"3","10","4","0","0","-5","0.7","0.12","0","-5","0","0"
"3","10","5","0","0","-4","0.7","0.12","0","-4","0","0"
"3","10","6","144","25","-2","0.7","0.12","233.816","4.274","2852.216","2656.025"
"3","10","7","481","81","0","0.8","0.12","646.075","20.216","12196.669","11669.367"
"3","10","8","642","115","2","0.9","0.12","851.454","28.023","15650.572","15000.885"
"3","10","9","723","138","5","1","0.12","958.959","33.361","17135.624","16433.316"
"3","10","10","736","166","7","1.1","0.12","997.839","35.674","17555.148","16837.973"
"3","10","11","55","302","8","1.1","0.12","378.624","18.332","6885.468","6546.363"
"3","10","12","33","278","8","1.1","0.12","327.995","16.896","5969.378","5662.734"
"3","10","13","12","217","8","1","0.12","220.411","13.94","4020.37","3782.787"
"3","10","14","214","235","7","0.9","0.12","502.052","21.672","9237.977","8815.514"
"3","10","15","251","157","6","0.9","0.12","477.696","20.188","8927.561","8516.097"
"3","10","16","116","85","5","0.9","0.12","242.009","12.013","4558.871","4302.207"
"3","10","17","0","6","4","0.9","0.12","4.559","4.076","46.971","0"
"3","10","18","0","0","4","1","0.12","0","4","0","0"
"3","10","19","0","0","4","1","0.12","0","4","0","0"
"3","10","20","0","0","4","1","0.12","0","4","0","0"
"3","10","21","0","0","4","1","0.12","0","4","0","0"
"3","10","22","0","0","4","0.9","0.12","0","4","0","0"
"3","10","23","0","0","4","0.9","0.12","0","4","0","0"
"3","11","0","0","0","4","0.9","0.12","0","4","0","0"
"3","11","1","0","0","4","0.8","0.12","0","4","0","0"
"3","11","2","0","0","3","0.7","0.12","0","3","0","0"
"3","11","3","0","0","2","0.6","0.12","0","2","0","0"
"3","11","4","0","0","1","0.4","0.12","0","1","0","0"
"3","11","5","0","0","1","0.4","0.12","0","1","0","0"
"3","11","6","88","26","2","0.5","0.12","158.904","6.755","2191.215","2018.446"
"3","11","7","471","85","4","0.5","0.12","641.359","25.798","11871.121","11355.354"
